,predicted_mean
75292,-18.29056234478165
75293,-18.290550658313027
75294,-18.29053904232981
75295,-18.290527496406888
75296,-18.29051602012169
75297,-18.29050461305421
75298,-18.290493274786968
75299,-18.29048200490501
75300,-18.290470802995873
75301,-18.290459668649593
75302,-18.290448601458667
75303,-18.290437601018063
75304,-18.290426666925182
75305,-18.290415798779854
75306,-18.29040499618433
75307,-18.29039425874325
75308,-18.290383586063648
75309,-18.29037297775492
75310,-18.29036243342882
75311,-18.290351952699453
75312,-18.290341535183234
75313,-18.29033118049891
75314,-18.290320888267512
75315,-18.290310658112364
75316,-18.290300489659067
75317,-18.290290382535467
75318,-18.290280336371666
75319,-18.29027035079999
75320,-18.29026042545499
75321,-18.290250559973412
75322,-18.2902407539942
75323,-18.290231007158475
75324,-18.290221319109516
75325,-18.290211689492764
75326,-18.29020211795579
75327,-18.29019260414829
75328,-18.290183147722082
75329,-18.290173748331075
75330,-18.290164405631266
75331,-18.290155119280737
75332,-18.290145888939616
75333,-18.290136714270098
75334,-18.2901275949364
75335,-18.290118530604776
75336,-18.290109520943485
75337,-18.29010056562279
75338,-18.290091664314946
75339,-18.29008281669418
75340,-18.290074022436684
75341,-18.290065281220606
75342,-18.29005659272603
75343,-18.290047956634982
75344,-18.290039372631387
75345,-18.29003084040109
75346,-18.290022359631827
75347,-18.29001393001322
75348,-18.290005551236757
75349,-18.289997222995794
75350,-18.289988944985527
75351,-18.289980716903003
75352,-18.28997253844708
75353,-18.289964409318454
75354,-18.289956329219603
75355,-18.289948297854817
75356,-18.28994031493016
75357,-18.289932380153473
75358,-18.289924493234356
75359,-18.289916653884163
75360,-18.289908861815988
75361,-18.289901116744655
75362,-18.28989341838671
75363,-18.289885766460408
75364,-18.289878160685703
75365,-18.289870600784237
75366,-18.28986308647933
75367,-18.28985561749597
75368,-18.28984819356081
75369,-18.28984081440215
75370,-18.289833479749923
75371,-18.28982618933569
75372,-18.289818942892644
75373,-18.289811740155574
75374,-18.289804580860874
75375,-18.289797464746524
75376,-18.289790391552092
75377,-18.28978336101871
75378,-18.28977637288907
75379,-18.289769426907426
75380,-18.28976252281956
75381,-18.289755660372805
75382,-18.289748839316
75383,-18.28974205939951
75384,-18.289735320375204
75385,-18.289728621996442
75386,-18.28972196401808
75387,-18.289715346196445
75388,-18.289708768289337
75389,-18.289702230056022
75390,-18.289695731257204
75391,-18.289689271655046
75392,-18.289682851013136
75393,-18.28967646909649
75394,-18.289670125671545
75395,-18.289663820506135
75396,-18.289657553369512
75397,-18.289651324032306
75398,-18.289645132266532
75399,-18.28963897784559
75400,-18.289632860544234
75401,-18.289626780138583
75402,-18.289620736406103
75403,-18.28961472912561
75404,-18.289608758077247
75405,-18.289602823042483
75406,-18.28959692380411
75407,-18.28959106014622
75408,-18.289585231854215
75409,-18.2895794387148
75410,-18.289573680515947
75411,-18.289567957046916
75412,-18.289562268098248
75413,-18.28955661346173
75414,-18.289550992930412
75415,-18.2895454062986
75416,-18.289539853361827
75417,-18.28953433391687
75418,-18.289528847761723
75419,-18.289523394695607
75420,-18.289517974518947
75421,-18.289512587033375
75422,-18.28950723204172
75423,-18.289501909348
75424,-18.289496618757415
75425,-18.289491360076337
75426,-18.289486133112305
75427,-18.289480937674025
75428,-18.289475773571358
75429,-18.2894706406153
75430,-18.289465538617996
75431,-18.289460467392722
75432,-18.289455426753886
75433,-18.289450416517003
75434,-18.289445436498713
75435,-18.289440486516753
75436,-18.28943556638996
75437,-18.289430675938277
75438,-18.28942581498271
75439,-18.289420983345366
75440,-18.28941618084941
75441,-18.289411407319083
75442,-18.289406662579683
75443,-18.28940194645756
75444,-18.289397258780113
75445,-18.289392599375777
75446,-18.289387968074035
75447,-18.289383364705383
75448,-18.289378789101352
75449,-18.289374241094478
75450,-18.289369720518312
75451,-18.289365227207416
75452,-18.289360760997337
75453,-18.289356321724622
75454,-18.2893519092268
75455,-18.289347523342386
75456,-18.289343163910857
75457,-18.289338830772675
75458,-18.289334523769252
75459,-18.289330242742956
75460,-18.28932598753711
75461,-18.289321757995985
75462,-18.28931755396479
75463,-18.289313375289655
75464,-18.289309221817657
75465,-18.289305093396784
75466,-18.28930098987594
75467,-18.28929691110495
75468,-18.289292856934534
75469,-18.28928882721632
75470,-18.289284821802823
75471,-18.28928084054746
75472,-18.289276883304513
75473,-18.289272949929167
75474,-18.289269040277457
75475,-18.289265154206305
75476,-18.28926129157348
75477,-18.289257452237624
75478,-18.289253636058223
75479,-18.289249842895607
75480,-18.28924607261096
75481,-18.289242325066294
75482,-18.289238600124452
75483,-18.28923489764911
75484,-18.289231217504767
75485,-18.289227559556736
75486,-18.28922392367114
75487,-18.289220309714914
75488,-18.289216717555792
75489,-18.289213147062313
75490,-18.2892095981038
75491,-18.289206070550364
75492,-18.28920256427291
75493,-18.289199079143106
75494,-18.28919561503341
75495,-18.289192171817042
75496,-18.289188749367984
75497,-18.28918534756098
75498,-18.289181966271535
75499,-18.28917860537589
75500,-18.289175264751055
75501,-18.28917194427476
75502,-18.289168643825487
75503,-18.28916536328244
75504,-18.289162102525562
75505,-18.289158861435514
75506,-18.28915563989368
75507,-18.289152437782153
75508,-18.289149254983744
75509,-18.28914609138197
75510,-18.28914294686105
75511,-18.28913982130589
75512,-18.289136714602115
75513,-18.28913362663602
75514,-18.289130557294584
75515,-18.289127506465483
75516,-18.28912447403706
75517,-18.289121459898336
75518,-18.289118463938994
75519,-18.28911548604939
75520,-18.28911252612054
75521,-18.289109584044116
75522,-18.289106659712438
75523,-18.28910375301849
75524,-18.289100863855886
75525,-18.289097992118887
75526,-18.289095137702397
75527,-18.28909230050195
75528,-18.289089480413704
75529,-18.289086677334456
75530,-18.289083891161614
75531,-18.289081121793206
75532,-18.289078369127886
75533,-18.289075633064908
75534,-18.289072913504135
75535,-18.289070210346043
75536,-18.289067523491692
75537,-18.289064852842756
75538,-18.289062198301487
75539,-18.289059559770738
75540,-18.289056937153948
75541,-18.289054330355125
75542,-18.289051739278868
75543,-18.289049163830352
75544,-18.289046603915317
75545,-18.289044059440076
75546,-18.289041530311508
75547,-18.289039016437044
75548,-18.28903651772469
75549,-18.28903403408299
75550,-18.289031565421055
75551,-18.28902911164853
75552,-18.289026672675618
75553,-18.28902424841305
75554,-18.289021838772108
75555,-18.289019443664596
75556,-18.289017063002866
75557,-18.289014696699788
75558,-18.289012344668755
75559,-18.289010006823695
75560,-18.28900768307904
75561,-18.289005373349745
75562,-18.289003077551286
75563,-18.289000795599634
75564,-18.288998527411277
75565,-18.2889962729032
75566,-18.288994031992896
75567,-18.28899180459835
75568,-18.288989590638042
75569,-18.28898739003095
75570,-18.28898520269653
75571,-18.288983028554735
75572,-18.28898086752599
75573,-18.28897871953121
75574,-18.28897658449178
75575,-18.288974462329563
75576,-18.288972352966887
75577,-18.28897025632656
75578,-18.288968172331845
75579,-18.288966100906475
75580,-18.288964041974634
75581,-18.28896199546097
75582,-18.28895996129059
75583,-18.288957939389043
75584,-18.28895592968233
75585,-18.288953932096902
75586,-18.28895194655965
75587,-18.288949972997905
75588,-18.288948011339443
75589,-18.288946061512465
75590,-18.288944123445617
75591,-18.288942197067968
75592,-18.28894028230901
75593,-18.288938379098674
75594,-18.2889364873673
75595,-18.28893460704566
75596,-18.288932738064936
75597,-18.288930880356723
75598,-18.288929033853037
75599,-18.288927198486295
75600,-18.28892537418933
75601,-18.288923560895373
75602,-18.288921758538063
75603,-18.288919967051434
75604,-18.288918186369923
75605,-18.288916416428364
75606,-18.288914657161975
75607,-18.28891290850637
75608,-18.288911170397554
75609,-18.288909442771914
75610,-18.288907725566226
75611,-18.288906018717636
75612,-18.288904322163685
75613,-18.288902635842273
75614,-18.288900959691695
75615,-18.288899293650594
75616,-18.288897637658007
75617,-18.288895991653323
75618,-18.2888943555763
75619,-18.288892729367063
75620,-18.288891112966095
75621,-18.288889506314238
75622,-18.28888790935269
75623,-18.288886322023014
75624,-18.288884744267104
75625,-18.288883176027227
75626,-18.28888161724598
75627,-18.288880067866323
75628,-18.288878527831546
75629,-18.288876997085286
75630,-18.288875475571526
75631,-18.288873963234575
75632,-18.288872460019086
75633,-18.28887096587005
75634,-18.288869480732775
75635,-18.288868004552914
75636,-18.288866537276437
75637,-18.288865078849646
75638,-18.28886362921917
75639,-18.28886218833195
75640,-18.288860756135254
75641,-18.288859332576664
75642,-18.28885791760408
75643,-18.288856511165722
75644,-18.28885511321011
75645,-18.28885372368609
75646,-18.2888523425428
75647,-18.288850969729694
75648,-18.288849605196535
75649,-18.288848248893377
75650,-18.288846900770587
75651,-18.28884556077882
75652,-18.288844228869042
75653,-18.288842904992503
75654,-18.288841589100755
75655,-18.288840281145635
75656,-18.288838981079273
75657,-18.288837688854095
75658,-18.288836404422803
75659,-18.28883512773839
75660,-18.28883385875414
75661,-18.288832597423593
75662,-18.2888313437006
75663,-18.288830097539275
75664,-18.28882885889401
75665,-18.28882762771947
75666,-18.288826403970603
75667,-18.288825187602615
75668,-18.288823978570992
75669,-18.288822776831484
75670,-18.288821582340113
75671,-18.28882039505316
75672,-18.288819214927173
75673,-18.288818041918965
75674,-18.2888168759856
75675,-18.28881571708441
75676,-18.288814565172984
75677,-18.28881342020916
75678,-18.288812282151035
75679,-18.28881115095696
75680,-18.288810026585534
75681,-18.28880890899561
75682,-18.28880779814628
75683,-18.288806693996897
75684,-18.288805596507043
75685,-18.28880450563656
75686,-18.288803421345516
75687,-18.288802343594234
75688,-18.28880127234327
75689,-18.288800207553415
75690,-18.288799149185703
75691,-18.288798097201393
75692,-18.288797051561993
75693,-18.28879601222923
75694,-18.28879497916507
75695,-18.288793952331698
75696,-18.288792931691535
75697,-18.288791917207234
75698,-18.288790908841662
75699,-18.288789906557916
75700,-18.288788910319315
75701,-18.288787920089394
75702,-18.28878693583192
75703,-18.28878595751086
75704,-18.28878498509042
75705,-18.288784018535008
75706,-18.288783057809248
75707,-18.28878210287798
75708,-18.288781153706253
75709,-18.288780210259336
75710,-18.288779272502694
75711,-18.288778340402008
75712,-18.288777413923167
75713,-18.288776493032262
75714,-18.28877557769559
75715,-18.28877466787965
75716,-18.28877376355115
75717,-18.288772864676986
75718,-18.288771971224268
75719,-18.28877108316029
75720,-18.288770200452557
75721,-18.28876932306876
75722,-18.288768450976786
75723,-18.288767584144722
75724,-18.288766722540846
75725,-18.28876586613362
75726,-18.2887650148917
75727,-18.288764168783935
75728,-18.28876332777936
75729,-18.288762491847194
75730,-18.288761660956844
75731,-18.288760835077902
75732,-18.28876001418014
75733,-18.288759198233517
75734,-18.28875838720817
75735,-18.288757581074414
75736,-18.28875677980275
75737,-18.28875598336385
75738,-18.28875519172857
75739,-18.288754404867934
75740,-18.288753622753145
75741,-18.288752845355578
75742,-18.288752072646783
75743,-18.288751304598485
75744,-18.288750541182566
75745,-18.28874978237109
75746,-18.28874902813629
75747,-18.288748278450555
75748,-18.288747533286454
75749,-18.288746792616713
75750,-18.288746056414226
75751,-18.288745324652044
75752,-18.288744597303396
75753,-18.28874387434165
75754,-18.28874315574036
75755,-18.288742441473218
75756,-18.288741731514083
75757,-18.288741025836977
75758,-18.288740324416068
75759,-18.288739627225688
75760,-18.28873893424032
75761,-18.288738245434605
75762,-18.288737560783332
75763,-18.288736880261443
75764,-18.28873620384403
75765,-18.288735531506344
75766,-18.288734863223777
75767,-18.288734198971866
75768,-18.288733538726305
75769,-18.288732882462927
75770,-18.288732230157716
75771,-18.288731581786802
75772,-18.288730937326452
75773,-18.288730296753076
75774,-18.28872966004324
75775,-18.288729027173634
75776,-18.288728398121098
75777,-18.288727772862615
75778,-18.28872715137529
75779,-18.28872653363639
75780,-18.2887259196233
75781,-18.28872530931355
75782,-18.288724702684803
75783,-18.28872409971486
75784,-18.288723500381646
75785,-18.28872290466324
75786,-18.288722312537825
75787,-18.28872172398374
75788,-18.288721138979444
75789,-18.288720557503524
75790,-18.2887199795347
75791,-18.28871940505182
75792,-18.28871883403386
75793,-18.288718266459917
75794,-18.28871770230922
75795,-18.28871714156113
75796,-18.288716584195118
75797,-18.288716030190784
75798,-18.288715479527855
75799,-18.28871493218618
75800,-18.288714388145724
75801,-18.28871384738658
75802,-18.288713309888948
75803,-18.288712775633165
75804,-18.28871224459968
75805,-18.28871171676905
75806,-18.288711192121962
75807,-18.288710670639215
75808,-18.288710152301725
75809,-18.28870963709052
75810,-18.28870912498674
75811,-18.28870861597165
75812,-18.28870811002662
75813,-18.28870760713313
75814,-18.288707107272774
75815,-18.288706610427266
75816,-18.28870611657841
75817,-18.288705625708143
75818,-18.288705137798498
